stock,minute,signal_trigger_time,execution_time,execution_price,whether_forced_execution
AMZN,2024-01-01 09:54:00,2024-01-01 09:54:19,2024-01-01 09:54:20,224.33,False
AMZN,2024-01-01 09:55:00,2024-01-01 09:55:00,2024-01-01 09:55:01,224.31,False
AMZN,2024-01-01 09:56:00,2024-01-01 09:56:21,2024-01-01 09:56:22,224.28,False
AMZN,2024-01-01 09:57:00,2024-01-01 09:57:00,2024-01-01 09:57:01,224.39,False
AMZN,2024-01-01 09:58:00,2024-01-01 09:58:00,2024-01-01 09:58:01,224.43,False
AMZN,2024-01-01 09:59:00,2024-01-01 09:59:01,2024-01-01 09:59:02,224.44,False
AMZN,2024-01-01 10:00:00,2024-01-01 10:00:06,2024-01-01 10:00:07,223.83,False
AMZN,2024-01-01 10:01:00,2024-01-01 10:01:02,2024-01-01 10:01:03,223.46,False
AMZN,2024-01-01 10:02:00,2024-01-01 10:02:00,2024-01-01 10:02:01,223.88,False
AMZN,2024-01-01 10:03:00,2024-01-01 10:03:01,2024-01-01 10:03:02,223.72,False
AMZN,2024-01-01 10:04:00,2024-01-01 10:04:07,2024-01-01 10:04:08,223.75,False
AMZN,2024-01-01 10:05:00,2024-01-01 10:05:09,2024-01-01 10:05:10,223.55,False
AMZN,2024-01-01 10:06:00,2024-01-01 10:06:03,2024-01-01 10:06:04,223.38,False
AMZN,2024-01-01 10:07:00,2024-01-01 10:07:00,2024-01-01 10:07:01,223.49,False
AMZN,2024-01-01 10:08:00,2024-01-01 10:08:01,2024-01-01 10:08:02,223.14,False
AMZN,2024-01-01 10:09:00,2024-01-01 10:09:20,2024-01-01 10:09:21,223.25,False
AMZN,2024-01-01 10:10:00,2024-01-01 10:10:00,2024-01-01 10:10:01,223.28,False
AMZN,2024-01-01 10:11:00,2024-01-01 10:11:05,2024-01-01 10:11:06,223.47,False
AMZN,2024-01-01 10:12:00,2024-01-01 10:12:00,2024-01-01 10:12:01,223.6,False
AMZN,2024-01-01 10:13:00,2024-01-01 10:13:21,2024-01-01 10:13:22,223.68,False
AMZN,2024-01-01 10:14:00,2024-01-01 10:14:01,2024-01-01 10:14:02,223.5,False
AMZN,2024-01-01 10:15:00,2024-01-01 10:15:00,2024-01-01 10:15:01,223.7,False
AMZN,2024-01-01 10:16:00,2024-01-01 10:16:04,2024-01-01 10:16:05,223.71,False
AMZN,2024-01-01 10:17:00,2024-01-01 10:17:09,2024-01-01 10:17:10,223.9,False
AMZN,2024-01-01 10:18:00,2024-01-01 10:18:05,2024-01-01 10:18:06,223.85,False
AMZN,2024-01-01 10:19:00,2024-01-01 10:19:12,2024-01-01 10:19:13,223.9,False
AMZN,2024-01-01 10:20:00,2024-01-01 10:20:00,2024-01-01 10:20:01,223.81,False
AMZN,2024-01-01 10:21:00,2024-01-01 10:21:13,2024-01-01 10:21:14,224.22,False
AMZN,2024-01-01 10:22:00,2024-01-01 10:22:03,2024-01-01 10:22:04,224.17,False
AMZN,2024-01-01 10:23:00,2024-01-01 10:23:24,2024-01-01 10:23:25,223.95,False
AMZN,2024-01-01 10:24:00,2024-01-01 10:24:12,2024-01-01 10:24:13,223.92,False
AMZN,2024-01-01 10:25:00,2024-01-01 10:25:02,2024-01-01 10:25:03,223.91,False
AMZN,2024-01-01 10:26:00,2024-01-01 10:26:01,2024-01-01 10:26:02,223.69,False
AMZN,2024-01-01 10:27:00,2024-01-01 10:27:00,2024-01-01 10:27:01,223.68,False
AMZN,2024-01-01 10:28:00,2024-01-01 10:28:19,2024-01-01 10:28:20,223.84,False
AMZN,2024-01-01 10:29:00,2024-01-01 10:29:00,2024-01-01 10:29:01,223.8,False
AMZN,2024-01-01 10:30:00,2024-01-01 10:30:04,2024-01-01 10:30:05,223.88,False
AMZN,2024-01-01 10:31:00,2024-01-01 10:31:10,2024-01-01 10:31:11,223.9,False
AMZN,2024-01-01 10:32:00,2024-01-01 10:32:06,2024-01-01 10:32:07,224.09,False
AMZN,2024-01-01 10:33:00,2024-01-01 10:33:00,2024-01-01 10:33:01,224.07,False
AMZN,2024-01-01 10:34:00,2024-01-01 10:34:08,2024-01-01 10:34:09,224.09,False
AMZN,2024-01-01 10:35:00,2024-01-01 10:35:15,2024-01-01 10:35:16,224.29,False
AMZN,2024-01-01 10:36:00,2024-01-01 10:36:03,2024-01-01 10:36:04,224.4,False
AMZN,2024-01-01 10:37:00,2024-01-01 10:37:13,2024-01-01 10:37:14,224.35,False
AMZN,2024-01-01 10:38:00,2024-01-01 10:38:00,2024-01-01 10:38:01,224.2,False
AMZN,2024-01-01 10:39:00,2024-01-01 10:39:19,2024-01-01 10:39:20,224.13,False
AMZN,2024-01-01 10:40:00,2024-01-01 10:40:02,2024-01-01 10:40:03,224.07,False
AMZN,2024-01-01 10:41:00,2024-01-01 10:41:04,2024-01-01 10:41:05,224.17,False
AMZN,2024-01-01 10:42:00,2024-01-01 10:42:07,2024-01-01 10:42:08,224.29,False
AMZN,2024-01-01 10:43:00,2024-01-01 10:43:15,2024-01-01 10:43:16,224.37,False
AMZN,2024-01-01 10:44:00,2024-01-01 10:44:02,2024-01-01 10:44:03,224.34,False
AMZN,2024-01-01 10:45:00,2024-01-01 10:45:11,2024-01-01 10:45:12,224.35,False
AMZN,2024-01-01 10:46:00,2024-01-01 10:46:00,2024-01-01 10:46:01,224.44,False
AMZN,2024-01-01 10:47:00,2024-01-01 10:47:13,2024-01-01 10:47:14,224.37,False
AMZN,2024-01-01 10:48:00,2024-01-01 10:48:04,2024-01-01 10:48:05,224.34,False
AMZN,2024-01-01 10:49:00,2024-01-01 10:49:28,2024-01-01 10:49:29,224.32,False
AMZN,2024-01-01 10:50:00,2024-01-01 10:50:00,2024-01-01 10:50:01,224.27,False
AMZN,2024-01-01 10:51:00,,2024-01-01 10:51:59,224.92,True
AMZN,2024-01-01 10:52:00,2024-01-01 10:52:24,2024-01-01 10:52:25,225.45,False
AMZN,2024-01-01 10:53:00,2024-01-01 10:53:15,2024-01-01 10:53:16,225.75,False
AMZN,2024-01-01 10:54:00,2024-01-01 10:54:00,2024-01-01 10:54:01,225.99,False
AMZN,2024-01-01 10:55:00,2024-01-01 10:55:06,2024-01-01 10:55:07,225.73,False
AMZN,2024-01-01 10:56:00,2024-01-01 10:56:09,2024-01-01 10:56:10,225.44,False
AMZN,2024-01-01 10:57:00,2024-01-01 10:57:12,2024-01-01 10:57:13,225.37,False
AMZN,2024-01-01 10:58:00,2024-01-01 10:58:07,2024-01-01 10:58:08,225.25,False
AMZN,2024-01-01 10:59:00,2024-01-01 10:59:02,2024-01-01 10:59:03,225.15,False
AMZN,2024-01-01 11:00:00,2024-01-01 11:00:01,2024-01-01 11:00:02,225.2,False
AMZN,2024-01-01 11:01:00,2024-01-01 11:01:00,2024-01-01 11:01:01,225.09,False
AMZN,2024-01-01 11:02:00,2024-01-01 11:02:00,2024-01-01 11:02:01,225.17,False
AMZN,2024-01-01 11:03:00,2024-01-01 11:03:20,2024-01-01 11:03:21,224.75,False
AMZN,2024-01-01 11:04:00,2024-01-01 11:04:31,2024-01-01 11:04:32,224.62,False
AMZN,2024-01-01 11:05:00,2024-01-01 11:05:37,2024-01-01 11:05:38,224.64,False
AMZN,2024-01-01 11:06:00,2024-01-01 11:06:04,2024-01-01 11:06:05,224.73,False
AMZN,2024-01-01 11:07:00,2024-01-01 11:07:15,2024-01-01 11:07:16,224.75,False
AMZN,2024-01-01 11:08:00,2024-01-01 11:08:29,2024-01-01 11:08:30,224.71,False
AMZN,2024-01-01 11:09:00,2024-01-01 11:09:00,2024-01-01 11:09:01,224.78,False
AMZN,2024-01-01 11:10:00,2024-01-01 11:10:00,2024-01-01 11:10:01,224.64,False
AMZN,2024-01-01 11:11:00,2024-01-01 11:11:08,2024-01-01 11:11:09,224.67,False
AMZN,2024-01-01 11:12:00,2024-01-01 11:12:00,2024-01-01 11:12:01,224.64,False
AMZN,2024-01-01 11:13:00,2024-01-01 11:13:20,2024-01-01 11:13:21,224.63,False
AMZN,2024-01-01 11:14:00,2024-01-01 11:14:00,2024-01-01 11:14:01,224.41,False
AMZN,2024-01-01 11:15:00,2024-01-01 11:15:20,2024-01-01 11:15:21,224.39,False
AMZN,2024-01-01 11:16:00,2024-01-01 11:16:15,2024-01-01 11:16:16,224.64,False
AMZN,2024-01-01 11:17:00,2024-01-01 11:17:09,2024-01-01 11:17:10,224.6,False
AMZN,2024-01-01 11:18:00,2024-01-01 11:18:30,2024-01-01 11:18:31,224.65,False
AMZN,2024-01-01 11:19:00,2024-01-01 11:19:07,2024-01-01 11:19:08,224.65,False
AMZN,2024-01-01 11:20:00,2024-01-01 11:20:09,2024-01-01 11:20:10,224.74,False
AMZN,2024-01-01 11:21:00,2024-01-01 11:21:18,2024-01-01 11:21:19,224.75,False
AMZN,2024-01-01 11:22:00,2024-01-01 11:22:06,2024-01-01 11:22:07,224.84,False
AMZN,2024-01-01 11:23:00,2024-01-01 11:23:14,2024-01-01 11:23:15,224.69,False
AMZN,2024-01-01 11:24:00,2024-01-01 11:24:16,2024-01-01 11:24:17,224.6,False
AMZN,2024-01-01 11:25:00,2024-01-01 11:25:00,2024-01-01 11:25:01,224.57,False
AMZN,2024-01-01 11:26:00,2024-01-01 11:26:00,2024-01-01 11:26:01,224.31,False
AMZN,2024-01-01 11:27:00,2024-01-01 11:27:00,2024-01-01 11:27:01,223.93,False
AMZN,2024-01-01 11:28:00,2024-01-01 11:28:05,2024-01-01 11:28:06,223.64,False
AMZN,2024-01-01 11:29:00,2024-01-01 11:29:04,2024-01-01 11:29:05,224.11,False
AMZN,2024-01-01 11:30:00,2024-01-01 11:30:11,2024-01-01 11:30:12,223.99,False
AMZN,2024-01-01 11:31:00,2024-01-01 11:31:02,2024-01-01 11:31:03,223.88,False
AMZN,2024-01-01 11:32:00,2024-01-01 11:32:48,2024-01-01 11:32:49,224.01,False
AMZN,2024-01-01 11:33:00,2024-01-01 11:33:14,2024-01-01 11:33:15,224.01,False
AMZN,2024-01-01 11:34:00,2024-01-01 11:34:36,2024-01-01 11:34:37,223.97,False
AMZN,2024-01-01 11:35:00,2024-01-01 11:35:22,2024-01-01 11:35:23,223.98,False
AMZN,2024-01-01 11:36:00,2024-01-01 11:36:06,2024-01-01 11:36:07,223.78,False
AMZN,2024-01-01 11:37:00,2024-01-01 11:37:00,2024-01-01 11:37:01,223.62,False
AMZN,2024-01-01 11:38:00,2024-01-01 11:38:11,2024-01-01 11:38:12,223.52,False
AMZN,2024-01-01 11:39:00,2024-01-01 11:39:18,2024-01-01 11:39:19,223.59,False
AMZN,2024-01-01 11:40:00,2024-01-01 11:40:13,2024-01-01 11:40:14,223.57,False
AMZN,2024-01-01 11:41:00,2024-01-01 11:41:02,2024-01-01 11:41:03,223.49,False
AMZN,2024-01-01 11:42:00,2024-01-01 11:42:00,2024-01-01 11:42:01,223.67,False
AMZN,2024-01-01 11:43:00,2024-01-01 11:43:03,2024-01-01 11:43:04,223.7,False
AMZN,2024-01-01 11:44:00,2024-01-01 11:44:07,2024-01-01 11:44:08,223.48,False
AMZN,2024-01-01 11:45:00,2024-01-01 11:45:30,2024-01-01 11:45:31,223.59,False
AMZN,2024-01-01 11:46:00,2024-01-01 11:46:00,2024-01-01 11:46:01,223.45,False
AMZN,2024-01-01 11:47:00,2024-01-01 11:47:20,2024-01-01 11:47:21,223.57,False
AMZN,2024-01-01 11:48:00,2024-01-01 11:48:12,2024-01-01 11:48:13,223.48,False
AMZN,2024-01-01 11:49:00,2024-01-01 11:49:36,2024-01-01 11:49:37,223.6,False
AMZN,2024-01-01 11:50:00,2024-01-01 11:50:36,2024-01-01 11:50:37,223.62,False
AMZN,2024-01-01 11:51:00,2024-01-01 11:51:28,2024-01-01 11:51:29,223.69,False
AMZN,2024-01-01 11:52:00,2024-01-01 11:52:04,2024-01-01 11:52:05,223.55,False
AMZN,2024-01-01 11:53:00,2024-01-01 11:53:00,2024-01-01 11:53:01,223.66,False
AMZN,2024-01-01 11:54:00,2024-01-01 11:54:00,2024-01-01 11:54:01,223.91,False
AMZN,2024-01-01 11:55:00,2024-01-01 11:55:23,2024-01-01 11:55:24,223.78,False
AMZN,2024-01-01 11:56:00,2024-01-01 11:56:00,2024-01-01 11:56:01,223.83,False
AMZN,2024-01-01 11:57:00,2024-01-01 11:57:03,2024-01-01 11:57:04,223.92,False
AMZN,2024-01-01 11:58:00,2024-01-01 11:58:09,2024-01-01 11:58:10,224.05,False
AMZN,2024-01-01 11:59:00,2024-01-01 11:59:02,2024-01-01 11:59:03,224.01,False
AMZN,2024-01-01 12:00:00,2024-01-01 12:00:00,2024-01-01 12:00:01,223.86,False
AMZN,2024-01-01 12:01:00,2024-01-01 12:01:18,2024-01-01 12:01:19,223.89,False
AMZN,2024-01-01 12:02:00,2024-01-01 12:02:22,2024-01-01 12:02:23,223.93,False
AMZN,2024-01-01 12:03:00,2024-01-01 12:03:18,2024-01-01 12:03:19,223.7,False
AMZN,2024-01-01 12:04:00,2024-01-01 12:04:06,2024-01-01 12:04:07,223.63,False
AMZN,2024-01-01 12:05:00,2024-01-01 12:05:06,2024-01-01 12:05:07,223.68,False
AMZN,2024-01-01 12:06:00,2024-01-01 12:06:00,2024-01-01 12:06:01,223.5,False
AMZN,2024-01-01 12:07:00,2024-01-01 12:07:37,2024-01-01 12:07:38,223.51,False
AMZN,2024-01-01 12:08:00,2024-01-01 12:08:01,2024-01-01 12:08:02,223.61,False
AMZN,2024-01-01 12:09:00,2024-01-01 12:09:29,2024-01-01 12:09:30,223.76,False
AMZN,2024-01-01 12:10:00,2024-01-01 12:10:41,2024-01-01 12:10:42,223.83,False
AMZN,2024-01-01 12:11:00,2024-01-01 12:11:24,2024-01-01 12:11:25,223.83,False
AMZN,2024-01-01 12:12:00,2024-01-01 12:12:01,2024-01-01 12:12:02,223.83,False
AMZN,2024-01-01 12:13:00,2024-01-01 12:13:03,2024-01-01 12:13:04,223.83,False
AMZN,2024-01-01 12:14:00,2024-01-01 12:14:19,2024-01-01 12:14:20,223.62,False
AMZN,2024-01-01 12:15:00,2024-01-01 12:15:03,2024-01-01 12:15:04,223.67,False
AMZN,2024-01-01 12:16:00,2024-01-01 12:16:00,2024-01-01 12:16:01,223.49,False
AMZN,2024-01-01 12:17:00,2024-01-01 12:17:01,2024-01-01 12:17:02,223.46,False
AMZN,2024-01-01 12:18:00,2024-01-01 12:18:12,2024-01-01 12:18:13,223.68,False
AMZN,2024-01-01 12:19:00,2024-01-01 12:19:01,2024-01-01 12:19:02,223.6,False
AMZN,2024-01-01 12:20:00,2024-01-01 12:20:05,2024-01-01 12:20:06,223.72,False
AMZN,2024-01-01 12:21:00,2024-01-01 12:21:05,2024-01-01 12:21:06,223.7,False
AMZN,2024-01-01 12:22:00,2024-01-01 12:22:30,2024-01-01 12:22:31,223.68,False
AMZN,2024-01-01 12:23:00,2024-01-01 12:23:00,2024-01-01 12:23:01,223.53,False
AMZN,2024-01-01 12:24:00,2024-01-01 12:24:00,2024-01-01 12:24:01,223.38,False
AMZN,2024-01-01 12:25:00,2024-01-01 12:25:00,2024-01-01 12:25:01,222.84,False
AMZN,2024-01-01 12:26:00,2024-01-01 12:26:00,2024-01-01 12:26:01,222.38,False
AMZN,2024-01-01 12:27:00,2024-01-01 12:27:02,2024-01-01 12:27:03,222.19,False
AMZN,2024-01-01 12:28:00,2024-01-01 12:28:01,2024-01-01 12:28:02,222.28,False
AMZN,2024-01-01 12:29:00,2024-01-01 12:29:00,2024-01-01 12:29:01,222.03,False
AMZN,2024-01-01 12:30:00,2024-01-01 12:30:10,2024-01-01 12:30:11,222.22,False
AMZN,2024-01-01 12:31:00,2024-01-01 12:31:15,2024-01-01 12:31:16,222.31,False
AMZN,2024-01-01 12:32:00,2024-01-01 12:32:09,2024-01-01 12:32:10,222.63,False
AMZN,2024-01-01 12:33:00,2024-01-01 12:33:12,2024-01-01 12:33:13,222.54,False
AMZN,2024-01-01 12:34:00,2024-01-01 12:34:38,2024-01-01 12:34:39,222.49,False
AMZN,2024-01-01 12:35:00,2024-01-01 12:35:04,2024-01-01 12:35:05,222.67,False
AMZN,2024-01-01 12:36:00,2024-01-01 12:36:00,2024-01-01 12:36:01,222.64,False
AMZN,2024-01-01 12:37:00,2024-01-01 12:37:00,2024-01-01 12:37:01,222.62,False
AMZN,2024-01-01 12:38:00,2024-01-01 12:38:09,2024-01-01 12:38:10,222.6,False
AMZN,2024-01-01 12:39:00,2024-01-01 12:39:02,2024-01-01 12:39:03,222.45,False
AMZN,2024-01-01 12:40:00,2024-01-01 12:40:46,2024-01-01 12:40:47,222.5,False
AMZN,2024-01-01 12:41:00,2024-01-01 12:41:14,2024-01-01 12:41:15,222.53,False
AMZN,2024-01-01 12:42:00,2024-01-01 12:42:00,2024-01-01 12:42:01,222.43,False
AMZN,2024-01-01 12:43:00,2024-01-01 12:43:54,2024-01-01 12:43:55,222.59,False
AMZN,2024-01-01 12:44:00,2024-01-01 12:44:03,2024-01-01 12:44:04,222.41,False
AMZN,2024-01-01 12:45:00,2024-01-01 12:45:19,2024-01-01 12:45:20,222.39,False
AMZN,2024-01-01 12:46:00,2024-01-01 12:46:06,2024-01-01 12:46:07,222.6,False
AMZN,2024-01-01 12:47:00,2024-01-01 12:47:10,2024-01-01 12:47:11,222.66,False
AMZN,2024-01-01 12:48:00,2024-01-01 12:48:06,2024-01-01 12:48:07,222.64,False
AMZN,2024-01-01 12:49:00,2024-01-01 12:49:04,2024-01-01 12:49:05,222.37,False
AMZN,2024-01-01 12:50:00,2024-01-01 12:50:13,2024-01-01 12:50:14,222.38,False
AMZN,2024-01-01 12:51:00,,2024-01-01 12:51:59,222.54,True
AMZN,2024-01-01 12:52:00,2024-01-01 12:52:26,2024-01-01 12:52:27,222.62,False
AMZN,2024-01-01 12:53:00,2024-01-01 12:53:22,2024-01-01 12:53:23,222.54,False
AMZN,2024-01-01 12:54:00,2024-01-01 12:54:02,2024-01-01 12:54:03,222.82,False
AMZN,2024-01-01 12:55:00,2024-01-01 12:55:45,2024-01-01 12:55:46,222.53,False
AMZN,2024-01-01 12:56:00,2024-01-01 12:56:08,2024-01-01 12:56:09,222.63,False
AMZN,2024-01-01 12:57:00,2024-01-01 12:57:04,2024-01-01 12:57:05,222.63,False
AMZN,2024-01-01 12:58:00,2024-01-01 12:58:14,2024-01-01 12:58:15,222.62,False
AMZN,2024-01-01 12:59:00,2024-01-01 12:59:55,2024-01-01 12:59:56,222.72,False
AMZN,2024-01-01 13:00:00,2024-01-01 13:00:05,2024-01-01 13:00:06,222.66,False
AMZN,2024-01-01 13:01:00,2024-01-01 13:01:14,2024-01-01 13:01:15,222.59,False
AMZN,2024-01-01 13:02:00,2024-01-01 13:02:09,2024-01-01 13:02:10,222.72,False
AMZN,2024-01-01 13:03:00,2024-01-01 13:03:05,2024-01-01 13:03:06,222.73,False
AMZN,2024-01-01 13:04:00,2024-01-01 13:04:47,2024-01-01 13:04:48,222.7,False
AMZN,2024-01-01 13:05:00,2024-01-01 13:05:15,2024-01-01 13:05:16,222.76,False
AMZN,2024-01-01 13:06:00,2024-01-01 13:06:13,2024-01-01 13:06:14,222.82,False
AMZN,2024-01-01 13:07:00,,2024-01-01 13:07:59,222.74,True
AMZN,2024-01-01 13:08:00,2024-01-01 13:08:42,2024-01-01 13:08:43,222.79,False
AMZN,2024-01-01 13:09:00,2024-01-01 13:09:18,2024-01-01 13:09:19,222.84,False
AMZN,2024-01-01 13:10:00,2024-01-01 13:10:05,2024-01-01 13:10:06,222.84,False
AMZN,2024-01-01 13:11:00,2024-01-01 13:11:03,2024-01-01 13:11:04,222.79,False
AMZN,2024-01-01 13:12:00,2024-01-01 13:12:31,2024-01-01 13:12:32,222.74,False
AMZN,2024-01-01 13:13:00,2024-01-01 13:13:10,2024-01-01 13:13:11,222.6,False
AMZN,2024-01-01 13:14:00,2024-01-01 13:14:02,2024-01-01 13:14:03,222.6,False
AMZN,2024-01-01 13:15:00,2024-01-01 13:15:43,2024-01-01 13:15:44,222.72,False
AMZN,2024-01-01 13:16:00,2024-01-01 13:16:03,2024-01-01 13:16:04,222.77,False
AMZN,2024-01-01 13:17:00,2024-01-01 13:17:06,2024-01-01 13:17:07,222.84,False
AMZN,2024-01-01 13:18:00,2024-01-01 13:18:17,2024-01-01 13:18:18,222.99,False
AMZN,2024-01-01 13:19:00,2024-01-01 13:19:08,2024-01-01 13:19:09,222.76,False
AMZN,2024-01-01 13:20:00,2024-01-01 13:20:03,2024-01-01 13:20:04,222.56,False
AMZN,2024-01-01 13:21:00,2024-01-01 13:21:00,2024-01-01 13:21:01,222.64,False
AMZN,2024-01-01 13:22:00,2024-01-01 13:22:05,2024-01-01 13:22:06,222.75,False
AMZN,2024-01-01 13:23:00,2024-01-01 13:23:18,2024-01-01 13:23:19,223.04,False
AMZN,2024-01-01 13:24:00,2024-01-01 13:24:05,2024-01-01 13:24:06,222.97,False
AMZN,2024-01-01 13:25:00,2024-01-01 13:25:00,2024-01-01 13:25:01,222.69,False
AMZN,2024-01-01 13:26:00,,2024-01-01 13:26:59,222.71,True
AMZN,2024-01-01 13:27:00,2024-01-01 13:27:44,2024-01-01 13:27:45,222.59,False
AMZN,2024-01-01 13:28:00,2024-01-01 13:28:56,2024-01-01 13:28:57,222.63,False
AMZN,2024-01-01 13:29:00,2024-01-01 13:29:18,2024-01-01 13:29:19,222.6,False
AMZN,2024-01-01 13:30:00,2024-01-01 13:30:04,2024-01-01 13:30:05,222.53,False
AMZN,2024-01-01 13:31:00,2024-01-01 13:31:29,2024-01-01 13:31:30,222.89,False
AMZN,2024-01-01 13:32:00,2024-01-01 13:32:01,2024-01-01 13:32:02,222.62,False
AMZN,2024-01-01 13:33:00,2024-01-01 13:33:00,2024-01-01 13:33:01,222.68,False
AMZN,2024-01-01 13:34:00,2024-01-01 13:34:05,2024-01-01 13:34:06,222.52,False
AMZN,2024-01-01 13:35:00,2024-01-01 13:35:22,2024-01-01 13:35:23,222.51,False
AMZN,2024-01-01 13:36:00,2024-01-01 13:36:09,2024-01-01 13:36:10,222.54,False
AMZN,2024-01-01 13:37:00,2024-01-01 13:37:12,2024-01-01 13:37:13,222.39,False
AMZN,2024-01-01 13:38:00,2024-01-01 13:38:15,2024-01-01 13:38:16,222.34,False
AMZN,2024-01-01 13:39:00,2024-01-01 13:39:17,2024-01-01 13:39:18,222.33,False
AMZN,2024-01-01 13:40:00,2024-01-01 13:40:19,2024-01-01 13:40:20,222.24,False
AMZN,2024-01-01 13:41:00,2024-01-01 13:41:05,2024-01-01 13:41:06,221.76,False
AMZN,2024-01-01 13:42:00,2024-01-01 13:42:31,2024-01-01 13:42:32,221.91,False
AMZN,2024-01-01 13:43:00,2024-01-01 13:43:03,2024-01-01 13:43:04,222.11,False
AMZN,2024-01-01 13:44:00,2024-01-01 13:44:22,2024-01-01 13:44:23,221.98,False
AMZN,2024-01-01 13:45:00,2024-01-01 13:45:12,2024-01-01 13:45:13,222.02,False
AMZN,2024-01-01 13:46:00,2024-01-01 13:46:20,2024-01-01 13:46:21,222.12,False
AMZN,2024-01-01 13:47:00,2024-01-01 13:47:03,2024-01-01 13:47:04,222.04,False
AMZN,2024-01-01 13:48:00,2024-01-01 13:48:05,2024-01-01 13:48:06,222.11,False
AMZN,2024-01-01 13:49:00,2024-01-01 13:49:10,2024-01-01 13:49:11,221.88,False
AMZN,2024-01-01 13:50:00,2024-01-01 13:50:20,2024-01-01 13:50:21,221.74,False
AMZN,2024-01-01 13:51:00,2024-01-01 13:51:00,2024-01-01 13:51:01,221.69,False
AMZN,2024-01-01 13:52:00,2024-01-01 13:52:03,2024-01-01 13:52:04,221.85,False
AMZN,2024-01-01 13:53:00,2024-01-01 13:53:00,2024-01-01 13:53:01,221.89,False
AMZN,2024-01-01 13:54:00,2024-01-01 13:54:53,2024-01-01 13:54:54,221.98,False
AMZN,2024-01-01 13:55:00,2024-01-01 13:55:05,2024-01-01 13:55:06,221.99,False
AMZN,2024-01-01 13:56:00,2024-01-01 13:56:16,2024-01-01 13:56:17,221.96,False
AMZN,2024-01-01 13:57:00,2024-01-01 13:57:01,2024-01-01 13:57:02,221.97,False
AMZN,2024-01-01 13:58:00,2024-01-01 13:58:06,2024-01-01 13:58:07,221.99,False
AMZN,2024-01-01 13:59:00,2024-01-01 13:59:00,2024-01-01 13:59:01,221.91,False
