stock,minute,side,twap_price,adaptive_price,improvement,chosen_time,chosen_regime,chosen_reason,pred_regret
AMZN,1900-01-01 13:53:00,BUY,221.89,221.89,0.0,13:53:39.364,0,global_ridge_trigger,-0.002032605698865736
AMZN,1900-01-01 13:54:00,BUY,221.88,222.01,-0.12999999999999545,13:54:38.263,0,global_ridge_trigger,-0.024322321833597144
AMZN,1900-01-01 13:55:00,BUY,222.05,222.05,0.0,13:55:00.339,0,fallback_twap_no_trigger,0.07607116770068814
AMZN,1900-01-01 13:56:00,BUY,221.93,221.93,0.0,13:56:00.367,0,fallback_twap_no_trigger,0.033404917498516734
AMZN,1900-01-01 13:57:00,BUY,221.98,222.03,-0.05000000000001137,13:57:36.107,3,global_ridge_trigger,-0.001663900498954568
AMZN,1900-01-01 13:58:00,BUY,222.01,221.85,0.1599999999999966,13:58:43.076,3,global_ridge_trigger,0.0017999718170123302
AMZN,1900-01-01 13:59:00,BUY,221.94,221.94,0.0,13:59:00.113,2,fallback_twap_no_trigger,0.06293947053676277
GOOG,1900-01-01 12:39:00,BUY,569.5,569.36,0.13999999999998636,12:39:44.335,4,global_ridge_trigger,0.00557252348251161
GOOG,1900-01-01 12:40:00,BUY,569.52,569.52,0.0,12:40:00.957,0,fallback_twap_no_trigger,0.1551219002780743
GOOG,1900-01-01 12:41:00,BUY,569.3,569.13,0.16999999999995907,12:41:39.117,4,global_ridge_trigger,-0.00016185636084195543
GOOG,1900-01-01 12:42:00,BUY,569.23,569.23,0.0,12:42:00.045,3,fallback_twap_no_trigger,0.06546720518887397
GOOG,1900-01-01 12:43:00,BUY,569.8,569.8,0.0,12:43:00.569,0,fallback_twap_no_trigger,0.09603366030681273
GOOG,1900-01-01 12:44:00,BUY,569.28,568.92,0.36000000000001364,12:44:03.110,3,global_ridge_trigger,-0.0011886976092306545
GOOG,1900-01-01 12:45:00,BUY,569.4,569.4,0.0,12:45:00.101,0,fallback_twap_no_trigger,0.13295833848395158
GOOG,1900-01-01 12:46:00,BUY,569.79,569.79,0.0,12:46:00.943,3,fallback_twap_no_trigger,0.12789650045947334
GOOG,1900-01-01 12:47:00,BUY,569.99,569.99,0.0,12:47:01.448,3,fallback_twap_no_trigger,0.12457296884018523
GOOG,1900-01-01 12:48:00,BUY,569.97,569.97,0.0,12:48:01.351,3,fallback_twap_no_trigger,0.07349242539566495
GOOG,1900-01-01 12:49:00,BUY,569.9,569.9,0.0,12:49:00.211,3,fallback_twap_no_trigger,0.06607220431735752
GOOG,1900-01-01 12:50:00,BUY,570.12,570.12,0.0,12:50:00.039,0,fallback_twap_no_trigger,0.17208425408158418
GOOG,1900-01-01 12:51:00,BUY,569.95,569.95,0.0,12:51:00.665,3,fallback_twap_no_trigger,0.06574323397517792
GOOG,1900-01-01 12:52:00,BUY,570.02,570.02,0.0,12:52:00.257,3,fallback_twap_no_trigger,0.06552364055526075
GOOG,1900-01-01 12:53:00,BUY,570.24,570.17,0.07000000000005002,12:53:55.885,3,global_ridge_trigger,-0.008477194919488479
GOOG,1900-01-01 12:54:00,BUY,570.26,570.26,0.0,12:54:01.623,2,fallback_twap_no_trigger,0.16561715237929298
GOOG,1900-01-01 12:55:00,BUY,569.81,569.81,0.0,12:55:00.254,3,fallback_twap_no_trigger,0.1495243245548418
GOOG,1900-01-01 12:56:00,BUY,569.84,569.84,0.0,12:56:00.437,0,fallback_twap_no_trigger,0.09108097376024041
GOOG,1900-01-01 12:57:00,BUY,569.51,569.51,0.0,12:57:00.046,0,fallback_twap_no_trigger,0.09560679662028018
GOOG,1900-01-01 12:58:00,BUY,569.57,569.52,0.05000000000006821,12:58:14.185,4,global_ridge_trigger,-0.021175008897519415
GOOG,1900-01-01 12:59:00,BUY,569.72,569.72,0.0,12:59:00.890,3,fallback_twap_no_trigger,0.08938278270099712
GOOG,1900-01-01 13:00:00,BUY,569.66,569.66,0.0,13:00:00.217,4,fallback_twap_no_trigger,0.16876242743985792
GOOG,1900-01-01 13:01:00,BUY,569.57,569.57,0.0,13:01:00.249,0,fallback_twap_no_trigger,0.1977791180956881
GOOG,1900-01-01 13:02:00,BUY,569.13,569.13,0.0,13:02:01.337,3,fallback_twap_no_trigger,0.04876110830705352
GOOG,1900-01-01 13:03:00,BUY,569.44,569.44,0.0,13:03:00.140,0,fallback_twap_no_trigger,0.16014802546482101
GOOG,1900-01-01 13:04:00,BUY,569.54,569.51,0.029999999999972715,13:04:49.430,2,global_ridge_trigger,0.0008731741755504674
GOOG,1900-01-01 13:05:00,BUY,569.51,569.51,0.0,13:05:01.939,2,global_ridge_trigger,0.004389624627224947
GOOG,1900-01-01 13:06:00,BUY,569.74,569.74,0.0,13:06:00.514,0,fallback_twap_no_trigger,0.15661654507913095
GOOG,1900-01-01 13:07:00,BUY,569.68,569.68,0.0,13:07:00.110,0,fallback_twap_no_trigger,0.11436608331715328
GOOG,1900-01-01 13:08:00,BUY,569.61,569.61,0.0,13:08:00.001,0,fallback_twap_no_trigger,0.07084224840911948
GOOG,1900-01-01 13:09:00,BUY,569.92,569.92,0.0,13:09:01.518,3,fallback_twap_no_trigger,0.1716470129953916
GOOG,1900-01-01 13:10:00,BUY,569.65,569.65,0.0,13:10:02.956,0,fallback_twap_no_trigger,0.08260859823720526
GOOG,1900-01-01 13:11:00,BUY,569.57,569.57,0.0,13:11:02.985,0,fallback_twap_no_trigger,0.06576325558305754
GOOG,1900-01-01 13:12:00,BUY,569.26,569.26,0.0,13:12:00.128,2,fallback_twap_no_trigger,0.06114918579822351
GOOG,1900-01-01 13:13:00,BUY,569.16,569.16,0.0,13:13:01.821,3,fallback_twap_no_trigger,0.09296903214389621
GOOG,1900-01-01 13:14:00,BUY,569.16,569.16,0.0,13:14:00.082,3,fallback_twap_no_trigger,0.11900676621801334
GOOG,1900-01-01 13:15:00,BUY,569.21,569.15,0.06000000000005912,13:15:49.470,0,global_ridge_trigger,0.0027482292325592683
GOOG,1900-01-01 13:16:00,BUY,569.09,569.09,0.0,13:16:00.087,3,fallback_twap_no_trigger,0.05856819088396584
GOOG,1900-01-01 13:17:00,BUY,569.18,568.9,0.2799999999999727,13:17:38.619,4,global_ridge_trigger,-0.008083464123122969
GOOG,1900-01-01 13:18:00,BUY,568.98,568.98,0.0,13:18:00.335,0,fallback_twap_no_trigger,0.06383586878584216
GOOG,1900-01-01 13:19:00,BUY,569.0,569.0,0.0,13:19:00.947,0,fallback_twap_no_trigger,0.1591333486717447
GOOG,1900-01-01 13:20:00,BUY,568.71,568.54,0.17000000000007276,13:20:03.568,3,global_ridge_trigger,-0.014724816750927822
GOOG,1900-01-01 13:21:00,BUY,568.74,568.74,0.0,13:21:00.502,3,fallback_twap_no_trigger,0.16374585402424435
GOOG,1900-01-01 13:22:00,BUY,568.98,568.98,0.0,13:22:00.526,3,fallback_twap_no_trigger,0.16602934229373345
GOOG,1900-01-01 13:23:00,BUY,569.48,569.48,0.0,13:23:00.022,0,fallback_twap_no_trigger,0.14627337207701321
GOOG,1900-01-01 13:24:00,BUY,569.23,569.23,0.0,13:24:02.366,0,fallback_twap_no_trigger,0.11220486990517312
GOOG,1900-01-01 13:25:00,BUY,568.78,568.78,0.0,13:25:01.090,3,fallback_twap_no_trigger,0.13771332248217197
GOOG,1900-01-01 13:26:00,BUY,568.69,568.63,0.06000000000005912,13:26:14.750,4,global_ridge_trigger,0.003351139709327683
GOOG,1900-01-01 13:27:00,BUY,568.45,568.45,0.0,13:27:00.117,3,fallback_twap_no_trigger,0.06268120212289366
GOOG,1900-01-01 13:28:00,BUY,568.39,568.39,0.0,13:28:00.061,0,fallback_twap_no_trigger,0.07619992783995647
GOOG,1900-01-01 13:29:00,BUY,568.48,568.48,0.0,13:29:27.078,3,global_ridge_trigger,0.004751989582006427
GOOG,1900-01-01 13:30:00,BUY,568.54,568.54,0.0,13:30:00.227,2,fallback_twap_no_trigger,0.18078477371402274
GOOG,1900-01-01 13:31:00,BUY,568.87,568.87,0.0,13:31:01.052,0,fallback_twap_no_trigger,0.10743899224391931
GOOG,1900-01-01 13:32:00,BUY,568.79,568.79,0.0,13:32:00.325,0,fallback_twap_no_trigger,0.19218057505236535
GOOG,1900-01-01 13:33:00,BUY,568.61,568.61,0.0,13:33:00.796,3,fallback_twap_no_trigger,0.10597088084300368
GOOG,1900-01-01 13:34:00,BUY,568.58,568.58,0.0,13:34:01.907,2,fallback_twap_no_trigger,0.1000378442244442
GOOG,1900-01-01 13:35:00,BUY,568.57,568.57,0.0,13:35:00.465,0,fallback_twap_no_trigger,0.2095026925185129
GOOG,1900-01-01 13:36:00,BUY,568.61,568.61,0.0,13:36:00.182,3,fallback_twap_no_trigger,0.14441738496802362
GOOG,1900-01-01 13:37:00,BUY,568.44,568.44,0.0,13:37:00.498,3,fallback_twap_no_trigger,0.07498124918829788
GOOG,1900-01-01 13:38:00,BUY,568.34,568.34,0.0,13:38:00.452,3,fallback_twap_no_trigger,0.05395177711340496
GOOG,1900-01-01 13:39:00,BUY,568.42,568.42,0.0,13:39:01.054,2,fallback_twap_no_trigger,0.12094405094872909
GOOG,1900-01-01 13:40:00,BUY,568.23,568.23,0.0,13:40:00.148,3,fallback_twap_no_trigger,0.07003518488357821
GOOG,1900-01-01 13:41:00,BUY,568.09,567.87,0.22000000000002728,13:41:29.293,2,global_ridge_trigger,0.004791868814206041
GOOG,1900-01-01 13:42:00,BUY,567.82,567.82,0.0,13:42:00.294,0,fallback_twap_no_trigger,0.14805617212628622
GOOG,1900-01-01 13:43:00,BUY,568.32,568.32,0.0,13:43:00.412,3,fallback_twap_no_trigger,0.1915786464331251
GOOG,1900-01-01 13:44:00,BUY,568.33,568.33,0.0,13:44:00.523,3,fallback_twap_no_trigger,0.1410309814467118
GOOG,1900-01-01 13:45:00,BUY,567.76,567.76,0.0,13:45:00.560,3,fallback_twap_no_trigger,0.0645851746294103
GOOG,1900-01-01 13:46:00,BUY,568.49,568.49,0.0,13:46:00.134,4,fallback_twap_no_trigger,0.1437672155450508
GOOG,1900-01-01 13:47:00,BUY,568.06,568.06,0.0,13:47:00.342,2,fallback_twap_no_trigger,0.11038293587610118
GOOG,1900-01-01 13:48:00,BUY,568.04,568.04,0.0,13:48:00.608,3,fallback_twap_no_trigger,0.10078791257568268
GOOG,1900-01-01 13:49:00,BUY,568.09,568.09,0.0,13:49:00.005,0,fallback_twap_no_trigger,0.1462042290519411
GOOG,1900-01-01 13:50:00,BUY,568.0,568.0,0.0,13:50:02.434,3,fallback_twap_no_trigger,0.13550467940650682
GOOG,1900-01-01 13:51:00,BUY,567.87,567.85,0.01999999999998181,13:51:34.467,4,global_ridge_trigger,-0.0010582352000823858
GOOG,1900-01-01 13:52:00,BUY,568.18,568.06,0.12000000000000455,13:52:14.533,4,global_ridge_trigger,-0.001240690112341486
GOOG,1900-01-01 13:53:00,BUY,568.26,568.26,0.0,13:53:00.079,0,fallback_twap_no_trigger,0.17498475483307502
GOOG,1900-01-01 13:54:00,BUY,568.35,568.35,0.0,13:54:00.677,3,fallback_twap_no_trigger,0.11199949870278939
GOOG,1900-01-01 13:55:00,BUY,568.3,568.3,0.0,13:55:00.035,0,fallback_twap_no_trigger,0.06151975880045604
GOOG,1900-01-01 13:56:00,BUY,568.35,568.37,-0.01999999999998181,13:56:44.367,4,global_ridge_trigger,-0.011422522793225504
GOOG,1900-01-01 13:57:00,BUY,568.63,568.63,0.0,13:57:00.321,3,fallback_twap_no_trigger,0.1205485860617467
GOOG,1900-01-01 13:58:00,BUY,568.43,568.17,0.2599999999999909,13:58:31.813,4,global_ridge_trigger,-0.015513898572128898
GOOG,1900-01-01 13:59:00,BUY,568.45,568.45,0.0,13:59:00.661,2,fallback_twap_no_trigger,0.12355840896556161
INTC,1900-01-01 12:39:00,BUY,26.99,26.99,0.0,12:39:00.547,1,global_ridge_trigger,0.002737065425215429
INTC,1900-01-01 12:40:00,BUY,26.99,26.99,0.0,12:40:00.277,1,global_ridge_trigger,0.005035205040610641
INTC,1900-01-01 12:41:00,BUY,26.97,26.97,0.0,12:41:00.010,1,global_ridge_trigger,-0.0033152694821432516
INTC,1900-01-01 12:42:00,BUY,26.98,26.98,0.0,12:42:00.017,1,global_ridge_trigger,0.005575932064004002
INTC,1900-01-01 12:43:00,BUY,26.98,26.98,0.0,12:43:00.024,1,global_ridge_trigger,0.0013408291205111722
INTC,1900-01-01 12:44:00,BUY,26.97,26.96,0.00999999999999801,12:44:02.205,1,global_ridge_trigger,0.005645454849944359
INTC,1900-01-01 12:45:00,BUY,26.96,26.96,0.0,12:45:11.434,1,global_ridge_trigger,0.005848367789597381
INTC,1900-01-01 12:46:00,BUY,26.98,26.98,0.0,12:46:35.092,1,global_ridge_trigger,-0.002331711554187238
INTC,1900-01-01 12:47:00,BUY,26.98,26.98,0.0,12:47:00.076,1,global_ridge_trigger,0.004975682115317487
INTC,1900-01-01 12:48:00,BUY,26.95,26.95,0.0,12:48:00.486,1,global_ridge_trigger,0.0004425030385550588
INTC,1900-01-01 12:49:00,BUY,26.95,26.95,0.0,12:49:04.333,1,global_ridge_trigger,0.005623724830354476
INTC,1900-01-01 12:50:00,BUY,26.95,26.95,0.0,12:50:00.010,1,global_ridge_trigger,0.005344087364302835
INTC,1900-01-01 12:51:00,BUY,26.94,26.94,0.0,12:51:00.000,1,global_ridge_trigger,0.003187163930891551
INTC,1900-01-01 12:52:00,BUY,26.93,26.93,0.0,12:52:00.149,1,global_ridge_trigger,0.000630842727070785
INTC,1900-01-01 12:53:00,BUY,26.94,26.94,0.0,12:53:00.017,1,global_ridge_trigger,0.00237452646863065
INTC,1900-01-01 12:54:00,BUY,26.94,26.94,0.0,12:54:00.167,1,global_ridge_trigger,0.004090953448716211
INTC,1900-01-01 12:55:00,BUY,26.92,26.92,0.0,12:55:00.270,1,global_ridge_trigger,0.005193271288451845
INTC,1900-01-01 12:56:00,BUY,26.91,26.91,0.0,12:56:00.360,1,global_ridge_trigger,0.0035480852500134608
INTC,1900-01-01 12:57:00,BUY,26.93,26.93,0.0,12:57:00.055,1,global_ridge_trigger,0.004920462730811231
INTC,1900-01-01 12:58:00,BUY,26.94,26.94,0.0,12:58:00.745,1,global_ridge_trigger,-0.0006100577580907263
INTC,1900-01-01 12:59:00,BUY,26.94,26.94,0.0,12:59:01.640,1,global_ridge_trigger,0.0030676169209855886
INTC,1900-01-01 13:00:00,BUY,26.94,26.94,0.0,13:00:00.143,1,global_ridge_trigger,0.001131436041803685
INTC,1900-01-01 13:01:00,BUY,26.94,26.94,0.0,13:01:00.114,1,global_ridge_trigger,5.083946981496168e-05
INTC,1900-01-01 13:02:00,BUY,26.94,26.94,0.0,13:02:00.030,1,global_ridge_trigger,0.0029479539575783253
INTC,1900-01-01 13:03:00,BUY,26.94,26.94,0.0,13:03:00.027,1,global_ridge_trigger,0.0037506726534367874
INTC,1900-01-01 13:04:00,BUY,26.94,26.94,0.0,13:04:01.028,1,global_ridge_trigger,0.005161546577775594
INTC,1900-01-01 13:05:00,BUY,26.94,26.94,0.0,13:05:00.702,1,global_ridge_trigger,0.002084123471479099
INTC,1900-01-01 13:06:00,BUY,26.95,26.95,0.0,13:06:00.536,1,global_ridge_trigger,0.00572774806858109
INTC,1900-01-01 13:07:00,BUY,26.94,26.94,0.0,13:07:00.094,1,global_ridge_trigger,0.005753898296763232
INTC,1900-01-01 13:08:00,BUY,26.94,26.94,0.0,13:08:00.005,1,global_ridge_trigger,0.004924259808547965
INTC,1900-01-01 13:09:00,BUY,26.95,26.95,0.0,13:09:01.142,1,global_ridge_trigger,0.004557259511914963
INTC,1900-01-01 13:10:00,BUY,26.96,26.96,0.0,13:10:00.040,1,global_ridge_trigger,0.003824161643573326
INTC,1900-01-01 13:11:00,BUY,26.98,26.98,0.0,13:11:02.519,1,global_ridge_trigger,0.0035673616181570444
INTC,1900-01-01 13:12:00,BUY,26.96,26.96,0.0,13:12:00.128,1,global_ridge_trigger,0.0033014390924193393
INTC,1900-01-01 13:13:00,BUY,26.95,26.95,0.0,13:13:00.948,1,global_ridge_trigger,0.0008143461041279776
INTC,1900-01-01 13:14:00,BUY,26.94,26.94,0.0,13:14:00.114,1,global_ridge_trigger,0.0022512316413483557
INTC,1900-01-01 13:15:00,BUY,26.94,26.94,0.0,13:15:00.224,1,global_ridge_trigger,0.004855243769076006
INTC,1900-01-01 13:16:00,BUY,26.94,26.94,0.0,13:16:01.378,1,global_ridge_trigger,0.0057247994406008085
INTC,1900-01-01 13:17:00,BUY,26.95,26.95,0.0,13:17:00.727,1,global_ridge_trigger,0.0038811255991268723
INTC,1900-01-01 13:18:00,BUY,26.95,26.95,0.0,13:18:02.532,1,global_ridge_trigger,0.0060117511766259735
INTC,1900-01-01 13:19:00,BUY,26.94,26.94,0.0,13:19:00.082,1,global_ridge_trigger,0.001259359859144854
INTC,1900-01-01 13:20:00,BUY,26.91,26.91,0.0,13:20:00.006,1,global_ridge_trigger,-0.0020869520196493963
INTC,1900-01-01 13:21:00,BUY,26.91,26.91,0.0,13:21:00.546,1,global_ridge_trigger,0.003748605965488122
INTC,1900-01-01 13:22:00,BUY,26.92,26.92,0.0,13:22:01.189,1,global_ridge_trigger,-0.003842719927067334
INTC,1900-01-01 13:23:00,BUY,26.97,26.97,0.0,13:23:00.000,1,global_ridge_trigger,0.005660946603252864
INTC,1900-01-01 13:24:00,BUY,26.95,26.95,0.0,13:24:00.369,1,global_ridge_trigger,0.0029871384583326777
INTC,1900-01-01 13:25:00,BUY,26.93,26.93,0.0,13:25:00.714,1,global_ridge_trigger,0.006045779918986388
INTC,1900-01-01 13:26:00,BUY,26.93,26.93,0.0,13:26:00.028,1,global_ridge_trigger,0.0032227683425767595
INTC,1900-01-01 13:27:00,BUY,26.93,26.93,0.0,13:27:00.222,1,global_ridge_trigger,0.0047530035769902945
