stock,minute,side,twap_price,adaptive_price,improvement,chosen_time,chosen_regime,chosen_reason,pred_regret
AMZN,1900-01-01 12:58:00,BUY,222.66,222.64,0.020000000000010232,12:58:33.641,2,ridge_trigger_regime_2,-0.05183956395562109
AMZN,1900-01-01 12:59:00,BUY,222.67,222.7,-0.030000000000001137,12:59:40.300,2,ridge_trigger_regime_2,-0.01498814148660893
AMZN,1900-01-01 13:00:00,BUY,222.71,222.68,0.030000000000001137,13:00:07.399,3,fallback_strategy5_trigger,
AMZN,1900-01-01 13:01:00,BUY,222.66,222.57,0.09000000000000341,13:01:38.574,2,ridge_trigger_regime_2,-0.013629615126632771
AMZN,1900-01-01 13:02:00,BUY,222.59,222.6,-0.009999999999990905,13:02:04.313,2,ridge_trigger_regime_2,-0.017699313181737675
AMZN,1900-01-01 13:03:00,BUY,222.75,222.73,0.020000000000010232,13:03:03.033,2,ridge_trigger_regime_2,-0.008193237454291985
AMZN,1900-01-01 13:04:00,BUY,222.71,222.67,0.040000000000020464,13:04:15.843,2,ridge_trigger_regime_2,-0.02573765067383907
AMZN,1900-01-01 13:05:00,BUY,222.76,222.8,-0.040000000000020464,13:05:29.813,3,fallback_strategy5_trigger,
AMZN,1900-01-01 13:06:00,BUY,222.82,222.75,0.06999999999999318,13:06:54.832,2,ridge_trigger_regime_2,-0.003679724355813263
AMZN,1900-01-01 13:07:00,BUY,222.77,222.75,0.020000000000010232,13:07:13.320,2,ridge_trigger_regime_2,-0.006310793421109601
AMZN,1900-01-01 13:08:00,BUY,222.74,222.75,-0.009999999999990905,13:08:45.380,3,fallback_strategy5_trigger,
AMZN,1900-01-01 13:09:00,BUY,222.81,222.78,0.030000000000001137,13:09:52.755,2,ridge_trigger_regime_2,-0.00722368041991614
AMZN,1900-01-01 13:10:00,BUY,222.84,222.76,0.0800000000000125,13:10:20.003,2,ridge_trigger_regime_2,-0.03736225036081911
AMZN,1900-01-01 13:11:00,BUY,222.8,222.74,0.060000000000002274,13:11:33.271,2,ridge_trigger_regime_2,-0.007136261883555012
AMZN,1900-01-01 13:12:00,BUY,222.72,222.72,0.0,13:12:18.185,2,ridge_trigger_regime_2,-0.03982173729062555
AMZN,1900-01-01 13:13:00,BUY,222.67,222.6,0.06999999999999318,13:13:11.131,2,ridge_trigger_regime_2,-0.006260619957049157
AMZN,1900-01-01 13:14:00,BUY,222.65,222.52,0.12999999999999545,13:14:44.170,2,ridge_trigger_regime_2,-0.05873392880637157
AMZN,1900-01-01 13:15:00,BUY,222.64,222.76,-0.12000000000000455,13:15:48.554,2,ridge_trigger_regime_2,-0.027785914302177972
AMZN,1900-01-01 13:16:00,BUY,222.78,222.74,0.03999999999999204,13:16:18.147,3,fallback_strategy5_trigger,
AMZN,1900-01-01 13:17:00,BUY,222.74,222.87,-0.12999999999999545,13:17:49.015,2,ridge_trigger_regime_2,-0.008165181754643841
AMZN,1900-01-01 13:18:00,BUY,222.92,222.93,-0.010000000000019327,13:18:02.111,2,ridge_trigger_regime_2,-0.060889016288534686
AMZN,1900-01-01 13:19:00,BUY,222.83,222.6,0.2300000000000182,13:19:23.656,2,ridge_trigger_regime_2,-0.03546063934305452
AMZN,1900-01-01 13:20:00,BUY,222.67,222.53,0.13999999999998636,13:20:03.954,2,ridge_trigger_regime_2,-0.01801355282827624
AMZN,1900-01-01 13:21:00,BUY,222.64,222.64,0.0,13:21:10.470,2,ridge_trigger_regime_2,-0.0661708480563385
AMZN,1900-01-01 13:22:00,BUY,222.75,222.96,-0.21000000000000796,13:22:43.658,2,ridge_trigger_regime_2,-0.006818451641920242
AMZN,1900-01-01 13:23:00,BUY,223.05,222.99,0.060000000000002274,13:23:49.315,3,fallback_strategy5_trigger,
AMZN,1900-01-01 13:24:00,BUY,223.01,222.74,0.2699999999999818,13:24:32.129,4,ridge_trigger_regime_4,0.04737188276504822
AMZN,1900-01-01 13:25:00,BUY,222.71,222.63,0.0800000000000125,13:25:25.460,2,ridge_trigger_regime_2,-0.04233430552026521
AMZN,1900-01-01 13:26:00,BUY,222.73,222.73,0.0,13:26:00.103,3,fallback_strategy5_trigger,
AMZN,1900-01-01 13:27:00,BUY,222.71,222.59,0.12000000000000455,13:27:45.812,2,ridge_trigger_regime_2,-0.0030986190814608905
AMZN,1900-01-01 13:28:00,BUY,222.57,222.59,-0.020000000000010232,13:28:14.281,2,ridge_trigger_regime_2,-0.010329492375356436
AMZN,1900-01-01 13:29:00,BUY,222.64,222.64,0.0,13:29:01.672,3,fallback_strategy5_trigger,
AMZN,1900-01-01 13:30:00,BUY,222.59,222.59,0.0,13:30:14.665,2,ridge_trigger_regime_2,-0.005837605361503934
AMZN,1900-01-01 13:31:00,BUY,222.77,222.72,0.05000000000001137,13:31:09.240,2,ridge_trigger_regime_2,-0.01847795855091386
AMZN,1900-01-01 13:32:00,BUY,222.69,222.68,0.009999999999990905,13:32:51.792,2,ridge_trigger_regime_2,-0.003402150088966077
AMZN,1900-01-01 13:33:00,BUY,222.69,222.54,0.15000000000000568,13:33:13.705,2,ridge_trigger_regime_2,-0.034025627616880716
AMZN,1900-01-01 13:34:00,BUY,222.62,222.62,0.0,13:34:00.331,2,ridge_trigger_regime_2,-0.024924472107495432
AMZN,1900-01-01 13:35:00,BUY,222.6,222.53,0.06999999999999318,13:35:55.456,2,ridge_trigger_regime_2,-0.04967728581789557
AMZN,1900-01-01 13:36:00,BUY,222.56,222.56,0.0,13:36:01.767,2,ridge_trigger_regime_2,-0.015106614588816625
AMZN,1900-01-01 13:37:00,BUY,222.41,222.26,0.15000000000000568,13:37:17.277,2,ridge_trigger_regime_2,-0.03135804009703855
AMZN,1900-01-01 13:38:00,BUY,222.22,222.22,0.0,13:38:15.467,2,ridge_trigger_regime_2,-0.049301208304531496
AMZN,1900-01-01 13:39:00,BUY,222.42,222.42,0.0,13:39:07.441,2,fallback_strategy5_trigger,0.06538628500900559
AMZN,1900-01-01 13:40:00,BUY,222.2,221.86,0.339999999999975,13:40:46.123,2,ridge_trigger_regime_2,-0.029966831815325168
AMZN,1900-01-01 13:41:00,BUY,221.9,221.66,0.2400000000000091,13:41:16.439,2,ridge_trigger_regime_2,-0.02631736811624308
AMZN,1900-01-01 13:42:00,BUY,221.69,221.72,-0.030000000000001137,13:42:00.406,3,fallback_strategy5_trigger,
AMZN,1900-01-01 13:43:00,BUY,222.15,222.16,-0.009999999999990905,13:43:12.588,3,fallback_strategy5_trigger,
AMZN,1900-01-01 13:44:00,BUY,222.04,221.9,0.13999999999998636,13:44:58.419,4,ridge_trigger_regime_4,-0.027665057678617044
AMZN,1900-01-01 13:45:00,BUY,221.96,222.0,-0.03999999999999204,13:45:02.448,0,fallback_strategy5_trigger,
AMZN,1900-01-01 13:46:00,BUY,222.12,222.05,0.06999999999999318,13:46:30.746,2,ridge_trigger_regime_2,-0.018184351605158133
AMZN,1900-01-01 13:47:00,BUY,222.04,222.05,-0.010000000000019327,13:47:10.154,4,ridge_trigger_regime_4,0.06735754194199228
AMZN,1900-01-01 13:48:00,BUY,222.11,222.11,0.0,13:48:05.363,3,fallback_strategy5_trigger,
AMZN,1900-01-01 13:49:00,BUY,221.92,221.8,0.11999999999997613,13:49:46.309,2,ridge_trigger_regime_2,-0.0365729129849828
AMZN,1900-01-01 13:50:00,BUY,221.78,221.79,-0.009999999999990905,13:50:08.328,2,ridge_trigger_regime_2,-0.055337769034389694
AMZN,1900-01-01 13:51:00,BUY,221.69,221.69,0.0,13:51:14.220,2,ridge_trigger_regime_2,-0.004022552329477347
AMZN,1900-01-01 13:52:00,BUY,221.91,221.85,0.060000000000002274,13:52:00.506,2,ridge_trigger_regime_2,-0.011993714335559347
AMZN,1900-01-01 13:53:00,BUY,221.89,221.9,-0.010000000000019327,13:53:32.941,2,ridge_trigger_regime_2,-0.03832484959278554
AMZN,1900-01-01 13:54:00,BUY,221.88,221.9,-0.020000000000010232,13:54:08.730,2,ridge_trigger_regime_2,-0.0029311705155640744
AMZN,1900-01-01 13:55:00,BUY,222.05,221.99,0.060000000000002274,13:55:05.297,2,ridge_trigger_regime_2,-0.006650210145053709
AMZN,1900-01-01 13:56:00,BUY,221.93,221.93,0.0,13:56:01.054,2,ridge_trigger_regime_2,-0.004040755314871108
AMZN,1900-01-01 13:57:00,BUY,221.98,222.05,-0.0700000000000216,13:57:36.107,2,ridge_trigger_regime_2,-0.04699111942414899
AMZN,1900-01-01 13:58:00,BUY,222.01,221.89,0.12000000000000455,13:58:34.536,3,fallback_strategy5_trigger,
AMZN,1900-01-01 13:59:00,BUY,221.94,221.95,-0.009999999999990905,13:59:57.043,2,ridge_trigger_regime_2,-0.026915400223631203
GOOG,1900-01-01 12:39:00,BUY,569.5,569.5,0.0,12:39:00.159,4,ridge_trigger_regime_4,-0.014762560729939644
GOOG,1900-01-01 12:40:00,BUY,569.52,569.39,0.12999999999999545,12:40:21.265,2,ridge_trigger_regime_2,-0.003349552719776605
GOOG,1900-01-01 12:41:00,BUY,569.3,569.28,0.01999999999998181,12:41:12.831,2,ridge_trigger_regime_2,-0.004122160840469347
GOOG,1900-01-01 12:42:00,BUY,569.23,569.4,-0.16999999999995907,12:42:32.098,4,ridge_trigger_regime_4,0.0590606951288819
GOOG,1900-01-01 12:43:00,BUY,569.8,569.76,0.03999999999996362,12:43:02.650,2,ridge_trigger_regime_2,-0.010517873263832606
GOOG,1900-01-01 12:44:00,BUY,569.28,569.19,0.08999999999991815,12:44:02.297,4,ridge_trigger_regime_4,0.08250926706504175
GOOG,1900-01-01 12:45:00,BUY,569.4,569.32,0.07999999999992724,12:45:12.902,2,ridge_trigger_regime_2,-0.011951313066735247
GOOG,1900-01-01 12:46:00,BUY,569.79,569.95,-0.16000000000008185,12:46:11.326,4,ridge_trigger_regime_4,0.0667385214318944
GOOG,1900-01-01 12:47:00,BUY,569.99,569.99,0.0,12:47:07.287,3,fallback_strategy5_trigger,
GOOG,1900-01-01 12:48:00,BUY,569.97,569.97,0.0,12:48:02.100,2,ridge_trigger_regime_2,-0.032977973250036124
GOOG,1900-01-01 12:49:00,BUY,569.9,569.89,0.009999999999990905,12:49:13.301,2,ridge_trigger_regime_2,-0.040133281742158744
GOOG,1900-01-01 12:50:00,BUY,570.12,569.95,0.16999999999995907,12:50:49.882,3,fallback_strategy5_trigger,
GOOG,1900-01-01 12:51:00,BUY,569.95,569.95,0.0,12:51:00.715,3,fallback_strategy5_trigger,
GOOG,1900-01-01 12:52:00,BUY,570.02,570.0,0.01999999999998181,12:52:00.265,2,ridge_trigger_regime_2,-0.0033598315431664916
GOOG,1900-01-01 12:53:00,BUY,570.24,570.0,0.2400000000000091,12:53:55.765,2,ridge_trigger_regime_2,-0.03994127758910351
GOOG,1900-01-01 12:54:00,BUY,570.26,570.26,0.0,12:54:01.623,2,fallback_strategy5_no_trigger_twap,0.1920581252898079
GOOG,1900-01-01 12:55:00,BUY,569.81,569.76,0.049999999999954525,12:55:42.547,4,ridge_trigger_regime_4,0.05632213891686383
GOOG,1900-01-01 12:56:00,BUY,569.84,569.51,0.3300000000000409,12:56:59.587,2,ridge_trigger_regime_2,-0.05913491383526159
GOOG,1900-01-01 12:57:00,BUY,569.51,569.53,-0.01999999999998181,12:57:07.621,4,ridge_trigger_regime_4,0.05075391526073797
GOOG,1900-01-01 12:58:00,BUY,569.57,569.76,-0.18999999999994088,12:58:42.951,4,ridge_trigger_regime_4,0.04148553954085804
GOOG,1900-01-01 12:59:00,BUY,569.72,569.69,0.029999999999972715,12:59:29.437,4,ridge_trigger_regime_4,0.07059877648269985
GOOG,1900-01-01 13:00:00,BUY,569.66,569.62,0.03999999999996362,13:00:51.816,4,ridge_trigger_regime_4,-0.0034045047640008375
GOOG,1900-01-01 13:01:00,BUY,569.57,569.44,0.12999999999999545,13:01:15.817,2,ridge_trigger_regime_2,-0.01959853775380363
GOOG,1900-01-01 13:02:00,BUY,569.13,569.57,-0.44000000000005457,13:02:08.335,4,ridge_trigger_regime_4,0.06052821079481946
GOOG,1900-01-01 13:03:00,BUY,569.44,569.42,0.020000000000095497,13:03:22.625,2,ridge_trigger_regime_2,-0.03892071728072097
GOOG,1900-01-01 13:04:00,BUY,569.54,569.47,0.06999999999993634,13:04:06.448,2,ridge_trigger_regime_2,-0.0028785323468855373
GOOG,1900-01-01 13:05:00,BUY,569.51,569.51,0.0,13:05:01.939,2,ridge_trigger_regime_2,-0.08821885363685891
GOOG,1900-01-01 13:06:00,BUY,569.74,569.68,0.06000000000005912,13:06:33.194,2,ridge_trigger_regime_2,-0.01808843128753279
GOOG,1900-01-01 13:07:00,BUY,569.68,569.68,0.0,13:07:33.842,2,ridge_trigger_regime_2,-0.02491143709456592
GOOG,1900-01-01 13:08:00,BUY,569.61,569.77,-0.15999999999996817,13:08:44.044,3,fallback_strategy5_trigger,
GOOG,1900-01-01 13:09:00,BUY,569.92,569.87,0.049999999999954525,13:09:22.074,4,ridge_trigger_regime_4,0.03634920697027394
GOOG,1900-01-01 13:10:00,BUY,569.65,569.6,0.049999999999954525,13:10:02.968,2,ridge_trigger_regime_2,-0.028182955463109616
GOOG,1900-01-01 13:11:00,BUY,569.57,569.3,0.2700000000000955,13:11:51.003,3,fallback_strategy5_trigger,
GOOG,1900-01-01 13:12:00,BUY,569.26,569.22,0.03999999999996362,13:12:38.966,3,fallback_strategy5_trigger,
GOOG,1900-01-01 13:13:00,BUY,569.16,569.16,0.0,13:13:14.826,2,ridge_trigger_regime_2,-0.00592061513700301
GOOG,1900-01-01 13:14:00,BUY,569.16,568.91,0.25,13:14:50.224,2,ridge_trigger_regime_2,-0.07062592941798218
GOOG,1900-01-01 13:15:00,BUY,569.21,569.08,0.12999999999999545,13:15:41.236,2,ridge_trigger_regime_2,-0.05646932897233242
GOOG,1900-01-01 13:16:00,BUY,569.09,569.31,-0.2199999999999136,13:16:37.873,4,ridge_trigger_regime_4,0.04932419272968269
GOOG,1900-01-01 13:17:00,BUY,569.18,569.18,0.0,13:17:14.783,2,ridge_trigger_regime_2,-0.0780586813055261
GOOG,1900-01-01 13:18:00,BUY,568.98,569.01,-0.029999999999972715,13:18:49.166,2,ridge_trigger_regime_2,-0.00922908295313779
GOOG,1900-01-01 13:19:00,BUY,569.0,568.9,0.10000000000002274,13:19:35.095,4,ridge_trigger_regime_4,0.06039231810835771
GOOG,1900-01-01 13:20:00,BUY,568.71,568.67,0.04000000000007731,13:20:01.078,2,ridge_trigger_regime_2,-0.06516907955459292
GOOG,1900-01-01 13:21:00,BUY,568.74,568.74,0.0,13:21:07.230,3,fallback_strategy5_trigger,
GOOG,1900-01-01 13:22:00,BUY,568.98,569.25,-0.2699999999999818,13:22:23.963,4,ridge_trigger_regime_4,0.07638223970045277
GOOG,1900-01-01 13:23:00,BUY,569.48,569.23,0.25,13:23:53.359,0,fallback_strategy5_trigger,
GOOG,1900-01-01 13:24:00,BUY,569.23,569.23,0.0,13:24:02.366,0,fallback_strategy5_no_trigger_twap,
GOOG,1900-01-01 13:25:00,BUY,568.78,568.66,0.12000000000000455,13:25:10.184,2,ridge_trigger_regime_2,-0.0026200653436510013
GOOG,1900-01-01 13:26:00,BUY,568.69,568.63,0.06000000000005912,13:26:14.750,4,ridge_trigger_regime_4,0.06965274863214121
GOOG,1900-01-01 13:27:00,BUY,568.45,568.63,-0.17999999999994998,13:27:13.733,2,ridge_trigger_regime_2,-0.004145550059774683
GOOG,1900-01-01 13:28:00,BUY,568.39,568.39,0.0,13:28:00.070,2,ridge_trigger_regime_2,-0.020665481090239857
GOOG,1900-01-01 13:29:00,BUY,568.48,568.54,-0.05999999999994543,13:29:27.083,2,ridge_trigger_regime_2,-0.03657462714590176
GOOG,1900-01-01 13:30:00,BUY,568.54,568.74,-0.20000000000004547,13:30:17.664,4,ridge_trigger_regime_4,-0.09157809416514717
GOOG,1900-01-01 13:31:00,BUY,568.87,568.83,0.03999999999996362,13:31:30.944,0,fallback_strategy5_trigger,
GOOG,1900-01-01 13:32:00,BUY,568.79,568.79,0.0,13:32:22.073,4,ridge_trigger_regime_4,0.015522689896898312
GOOG,1900-01-01 13:33:00,BUY,568.61,568.5,0.11000000000001364,13:33:53.096,3,fallback_strategy5_trigger,
GOOG,1900-01-01 13:34:00,BUY,568.58,568.24,0.34000000000003183,13:34:39.804,4,ridge_trigger_regime_4,0.09474130725977381
GOOG,1900-01-01 13:35:00,BUY,568.57,568.24,0.3300000000000409,13:35:51.811,2,ridge_trigger_regime_2,-0.01815339956917733
GOOG,1900-01-01 13:36:00,BUY,568.61,568.77,-0.15999999999996817,13:36:15.889,4,ridge_trigger_regime_4,0.021833781401380092
GOOG,1900-01-01 13:37:00,BUY,568.44,568.36,0.08000000000004093,13:37:14.107,2,ridge_trigger_regime_2,-0.0567700290633569
GOOG,1900-01-01 13:38:00,BUY,568.34,568.58,-0.2400000000000091,13:38:13.296,4,ridge_trigger_regime_4,-0.011587914206359129
GOOG,1900-01-01 13:39:00,BUY,568.42,568.47,-0.05000000000006821,13:39:48.852,4,ridge_trigger_regime_4,0.07867594078368617
GOOG,1900-01-01 13:40:00,BUY,568.23,568.23,0.0,13:40:00.148,3,fallback_strategy5_no_trigger_twap,
GOOG,1900-01-01 13:41:00,BUY,568.09,567.87,0.22000000000002728,13:41:29.293,2,ridge_trigger_regime_2,-0.06859972415341503
GOOG,1900-01-01 13:42:00,BUY,567.82,568.13,-0.30999999999994543,13:42:42.767,4,ridge_trigger_regime_4,0.013077697739842797
GOOG,1900-01-01 13:43:00,BUY,568.32,568.39,-0.06999999999993634,13:43:15.867,4,ridge_trigger_regime_4,-0.008402186033952708
GOOG,1900-01-01 13:44:00,BUY,568.33,567.84,0.4900000000000091,13:44:26.910,2,ridge_trigger_regime_2,-0.045627946836695105
GOOG,1900-01-01 13:45:00,BUY,567.76,567.75,0.009999999999990905,13:45:02.332,4,ridge_trigger_regime_4,-0.039880874899773655
GOOG,1900-01-01 13:46:00,BUY,568.49,568.06,0.43000000000006366,13:46:40.602,3,fallback_strategy5_trigger,
GOOG,1900-01-01 13:47:00,BUY,568.06,568.25,-0.19000000000005457,13:47:02.476,4,ridge_trigger_regime_4,0.04493182220702069
GOOG,1900-01-01 13:48:00,BUY,568.04,568.23,-0.19000000000005457,13:48:09.263,3,fallback_strategy5_trigger,
GOOG,1900-01-01 13:49:00,BUY,568.09,567.9,0.19000000000005457,13:49:01.270,2,ridge_trigger_regime_2,-0.04519148068345097
GOOG,1900-01-01 13:50:00,BUY,568.0,567.79,0.21000000000003638,13:50:46.585,4,ridge_trigger_regime_4,0.06551285711645993
GOOG,1900-01-01 13:51:00,BUY,567.87,567.9,-0.029999999999972715,13:51:00.658,2,ridge_trigger_regime_2,-0.01595414620743832
GOOG,1900-01-01 13:52:00,BUY,568.18,567.97,0.2099999999999227,13:52:04.021,4,ridge_trigger_regime_4,0.04635535784380884
GOOG,1900-01-01 13:53:00,BUY,568.26,568.36,-0.10000000000002274,13:53:42.852,2,ridge_trigger_regime_2,-0.03293873155490826
GOOG,1900-01-01 13:54:00,BUY,568.35,568.35,0.0,13:54:10.527,3,fallback_strategy5_trigger,
GOOG,1900-01-01 13:55:00,BUY,568.3,568.36,-0.06000000000005912,13:55:13.496,2,ridge_trigger_regime_2,-0.007403340942970571
GOOG,1900-01-01 13:56:00,BUY,568.35,568.35,0.0,13:56:16.655,2,ridge_trigger_regime_2,-0.022546173947594644
GOOG,1900-01-01 13:57:00,BUY,568.63,568.75,-0.12000000000000455,13:57:09.622,4,ridge_trigger_regime_4,0.00713294649992724
GOOG,1900-01-01 13:58:00,BUY,568.43,568.31,0.12000000000000455,13:58:23.087,2,ridge_trigger_regime_2,-0.041386852766447074
GOOG,1900-01-01 13:59:00,BUY,568.45,568.49,-0.03999999999996362,13:59:33.234,2,ridge_trigger_regime_2,-0.008753865014842405
INTC,1900-01-01 12:39:00,BUY,26.99,26.99,0.0,12:39:26.878,2,ridge_trigger_regime_2,-0.014309286921705106
INTC,1900-01-01 12:40:00,BUY,26.99,26.97,0.019999999999999574,12:40:54.380,2,ridge_trigger_regime_2,-0.006293526440591862
INTC,1900-01-01 12:41:00,BUY,26.97,26.97,0.0,12:41:35.746,2,ridge_trigger_regime_2,-0.025183249774654387
INTC,1900-01-01 12:42:00,BUY,26.98,26.98,0.0,12:42:07.521,1,fallback_strategy5_trigger,
INTC,1900-01-01 12:43:00,BUY,26.98,26.98,0.0,12:43:19.570,1,fallback_strategy5_trigger,
INTC,1900-01-01 12:44:00,BUY,26.97,26.97,0.0,12:44:07.551,2,ridge_trigger_regime_2,-0.04383392572905695
INTC,1900-01-01 12:45:00,BUY,26.96,26.96,0.0,12:45:34.263,2,ridge_trigger_regime_2,-0.019202549893428372
INTC,1900-01-01 12:46:00,BUY,26.98,26.98,0.0,12:46:03.423,1,fallback_strategy5_trigger,
INTC,1900-01-01 12:47:00,BUY,26.98,26.96,0.019999999999999574,12:47:50.856,2,ridge_trigger_regime_2,-0.013263994284608643
INTC,1900-01-01 12:48:00,BUY,26.95,26.96,-0.010000000000001563,12:48:00.769,2,ridge_trigger_regime_2,-0.044138033595395004
INTC,1900-01-01 12:49:00,BUY,26.95,26.95,0.0,12:49:48.953,1,fallback_strategy5_trigger,
INTC,1900-01-01 12:50:00,BUY,26.95,26.96,-0.010000000000001563,12:50:55.614,2,ridge_trigger_regime_2,-0.0028182864875699043
INTC,1900-01-01 12:51:00,BUY,26.94,26.93,0.010000000000001563,12:51:14.422,2,ridge_trigger_regime_2,-0.00812064266925358
INTC,1900-01-01 12:52:00,BUY,26.93,26.94,-0.010000000000001563,12:52:15.065,2,ridge_trigger_regime_2,-0.029075804586031068
INTC,1900-01-01 12:53:00,BUY,26.94,26.94,0.0,12:53:49.925,2,ridge_trigger_regime_2,-0.013946799062632437
INTC,1900-01-01 12:54:00,BUY,26.94,26.92,0.019999999999999574,12:54:17.473,1,fallback_strategy5_trigger,
INTC,1900-01-01 12:55:00,BUY,26.92,26.91,0.010000000000001563,12:55:09.412,2,ridge_trigger_regime_2,-0.007206759074205232
INTC,1900-01-01 12:56:00,BUY,26.91,26.92,-0.010000000000001563,12:56:08.074,2,ridge_trigger_regime_2,-0.014351181316410805
INTC,1900-01-01 12:57:00,BUY,26.93,26.93,0.0,12:57:12.259,1,fallback_strategy5_trigger,
INTC,1900-01-01 12:58:00,BUY,26.94,26.94,0.0,12:58:02.175,1,fallback_strategy5_trigger,
INTC,1900-01-01 12:59:00,BUY,26.94,26.95,-0.00999999999999801,12:59:15.882,2,ridge_trigger_regime_2,-0.0036151291860880563
INTC,1900-01-01 13:00:00,BUY,26.94,26.94,0.0,13:00:07.350,1,fallback_strategy5_trigger,
INTC,1900-01-01 13:01:00,BUY,26.94,26.94,0.0,13:01:07.799,1,fallback_strategy5_trigger,
INTC,1900-01-01 13:02:00,BUY,26.94,26.94,0.0,13:02:14.254,2,ridge_trigger_regime_2,-0.02713076694277808
INTC,1900-01-01 13:03:00,BUY,26.94,26.95,-0.00999999999999801,13:03:34.214,2,ridge_trigger_regime_2,-0.031149807565824944
INTC,1900-01-01 13:04:00,BUY,26.94,26.94,0.0,13:04:20.028,1,fallback_strategy5_trigger,
INTC,1900-01-01 13:05:00,BUY,26.94,26.94,0.0,13:05:29.455,2,ridge_trigger_regime_2,-0.02533068106378697
INTC,1900-01-01 13:06:00,BUY,26.95,26.94,0.00999999999999801,13:06:35.385,2,ridge_trigger_regime_2,-0.03240798279239651
INTC,1900-01-01 13:07:00,BUY,26.94,26.94,0.0,13:07:13.318,1,fallback_strategy5_trigger,
INTC,1900-01-01 13:08:00,BUY,26.94,26.95,-0.00999999999999801,13:08:40.471,2,ridge_trigger_regime_2,-0.02218049905099609
INTC,1900-01-01 13:09:00,BUY,26.95,26.96,-0.010000000000001563,13:09:18.020,2,ridge_trigger_regime_2,-0.008554530454007475
INTC,1900-01-01 13:10:00,BUY,26.96,26.97,-0.00999999999999801,13:10:05.385,2,ridge_trigger_regime_2,-0.03525156625433115
INTC,1900-01-01 13:11:00,BUY,26.98,26.98,0.0,13:11:03.358,2,ridge_trigger_regime_2,-0.03485383336835271
INTC,1900-01-01 13:12:00,BUY,26.96,26.95,0.010000000000001563,13:12:51.715,2,ridge_trigger_regime_2,-0.022318276679688415
INTC,1900-01-01 13:13:00,BUY,26.95,26.94,0.00999999999999801,13:13:39.512,1,fallback_strategy5_trigger,
INTC,1900-01-01 13:14:00,BUY,26.94,26.94,0.0,13:14:57.058,1,fallback_strategy5_trigger,
INTC,1900-01-01 13:15:00,BUY,26.94,26.94,0.0,13:15:41.891,2,ridge_trigger_regime_2,-0.011344799290115809
INTC,1900-01-01 13:16:00,BUY,26.94,26.95,-0.00999999999999801,13:16:16.159,2,ridge_trigger_regime_2,-0.023573226126174435
INTC,1900-01-01 13:17:00,BUY,26.95,26.95,0.0,13:17:06.944,1,fallback_strategy5_trigger,
INTC,1900-01-01 13:18:00,BUY,26.95,26.94,0.00999999999999801,13:18:49.945,2,ridge_trigger_regime_2,-0.024096637531755255
